class,text
O1,"几类积图的Sombor指标 Sombor指标/笛卡尔积/直积/强积 Sombor指标是由Gutman在化学图论中引入的一种基于顶点度的新拓扑指标。文章讨论了路P_n与扇图F_m、轮图W_m，轮图W_n与扇图F_m、轮图W_m，扇图F_n与扇图F_m以及棒棒糖图N_(a,b)、杠铃图D_(a,b,c)和风筝图L_(a,b)与完全图K_n的笛卡尔积的Sombor指标，还研究了完全图、路、圈作直积、笛卡尔积、强积的Sombor指标，得出其确切的指标值以及关于积图的Sombor指标的关系式。"
O1,Krull整环的Gorenstein同调刻画 Krull整环/w-算子/w-商环/QF-环 从Gorenstein同调代数的角度给出Krull整环新的阐述.应用w-算子，证明整环R是Krull的当且仅当对R的任何非零真w-理想，它w-商环的Gorenstein整体维数都为0.
O1,分数次极大算子与Lipschitz函数生成的交换子的紧性 交换子/紧性/分数次极大算子/Lipschitz函数 得到分数次极大算子与Lipschitz函数生成的交换子是L~p空间以及Morrey空间上的紧算子，且注意分数次积分算子的处理方法不适用于分数次极大算子.
O1,强n-平坦模与强n-绝对纯模 强n-平坦模/强n-绝对纯模/n-凝聚环 引入强n-平坦模与强n-绝对纯模的概念，其中n是正整数或∞.利用同调的方法研究它们的一些基本性质.同时，利用特征模给出强n-平坦模与强n-绝对纯模之间的联系.作为应用，由此给出n-凝聚环的一些新的等价刻画.
O1,部分外场势垒中具双幂非线性项的非线性Schr?dinger方程驻波解的强不稳定性 部分势/驻波/强不稳定性 研究一类在N维空间中具双幂非线性项的非线性Schr9dinger方程驻波解的强不稳定性.首先，利用Gagliardo-Nirengberg不等式、紧性引理和Brézis-Lieb引理得到驻波解的存在性.再借助不规则的Virial恒等式构造出与方程相关的发展不变流形.最后，通过对发展不变流形的研究获得驻波解的强不稳定性.
O1,高职数学高效课堂教学探讨 高职数学/高效课堂/探讨 随着社会经济的迅猛发展，高职教育在培养实用型人才方面发挥着越来越重要的作用。数学是高职院校学生必修的一门基础学科，由于它逻辑性强，复杂程度高，学生学习起来有一定难度。课堂教学质量对学生的学习有很大的影响，因此，作为一名高职教师，要从学生的实际情况出发，提高其学习的积极性和主动性，采取相应的教学策略来化解学生对数学的畏难情绪，构建高效的高职数学课堂，提高学生的学科素养和实际运用能力。
O1,基于“BOPPPS+核心素养”教学模式的微课教学设计——以“定积分的概念”为例 BOPPPS+核心素养/定积分/教学设计/微课 本文以“定积分的概念”为例，以问题为导向，以学生为中心，充分挖掘思政元素，渗透数学文化，从而落实“三全育人”和“立德树人”根本任务。首先，阐述了“BOPPPS+核心素养”理论基础；其次，探讨了基于“BOPPPS+核心素养”模式下的微课教学设计过程；最后，论述了该教学模式在高等数学微课教学中应用的成效。
O1,在高职数学教学中融入思政教育的标准化教学研究 高职数学教学/思政教育/标准化 在当今社会，高职数学教学和思政教育的标准化成为教育领域的重要议题，高职数学教学的标准化可以确保学生获得扎实的数学知识和技能，而思政教育则旨在培养学生的思想道德素质。本文探讨了如何将思政教育与高职数学教学有机融合，以促进学生全面发展和成为社会主义事业建设者，并从确定核心的思政教育内容、设计有效的课程计划和开发教学资源、教师角色和素质要求，到教学方法和评价体系的设计，以及提供支持和培训等方面，全面论述了实施标准化的高职数学教学思政教育的重要性和方法。
O1,"基于学习通与小班个性化模式常微分方程的教学实践 超星学习通/小班化教学/常微分方程 常微分方程是本科阶段数学专业学生的一门必修课程，被广泛应用于物理、化学、生物、医学等方面，渗透于生活的方方面面。因此学好常微分方程显得尤为重要。将学习通平台与小班化教学相结合的教学模式运用到常微分方程的教学中，充分利用“超星学习通”这一平台，为小班中的每个学生定制个人错题本，针对其易错点，进行“培优补弱”,二者的结合能带来更好的教学效果。"
O1,高等数学导研式教学探索 高等数学/学习能力/创新能力/导研式教学 传统的教授方式以讲授法为主，欠缺数学思维的锻炼，学习能力和创新能力的培养。“导研式”教学法是以往发现式教学、探究式教学、研究性学习和导学式教学的完善和发展，还教于学，变教为导，变学为研。以等价无穷小量的应用为例，探索高等数学导研式教学模式，提出选取知识模块、框架设计、适量引导的实施策略，变教为导，变学为研，提高学生学习能力和创新能力。
O1,"OBE教育理念下“数学教学论”课程混合式教学探索 OBE教育理念/高等师范院校/数学教学论 近些年来，高等师范院校“数学教学论”课程为适应基础教育课程改革不断做出调适，但仍存在教学目标不明确、教学资源不丰富、缺乏个性化指导等问题。本文探索OBE(Out Based Education, OBE)教育理念下，从师范生的学习结果、培养目标和毕业要求，反向设计“数学教学论”课程的教学活动和评价标准，并建构“在线教学工具+会议系统”+“线下面授”混合教学模式，整合大学教师和中小学教师的力量，充分利用会议系统的灵活性，及时上传最新、最有针对性的学习资源，并展开讨论和指导，实现双导师一生一问题的有效指导，提高教学效率和学习效果，并带来教、育、学的全新样态。"
O1,"陈景润  数论世界的执着求索者 陈景润 陈景润(1933年5月—1996年3月),数学家,中国科学院院士。主要研究解析数论,改进了高斯圆内格点、球内格点、塔里问题与华林问题,深入研究筛法及其有关重要问题。1966年证明了命题“1+2”,1973年发表了“1+2”的详细证明,这一结果被国际上誉为“陈氏定理”,被公认为是对哥德巴赫猜想研究的重大贡献。1982年获国家自然科学奖一等奖。"
O1,"一类具有接种疫苗和时滞的传染病模型的行波解稳定性研究 霍乱模型/稳定性/非拟单调行波/加权能量法 本文研究一类具有疫苗接种和时滞的霍乱模型的行波解的稳定性,因模型系统不具有单调性,故采用加权能量法证明模型行波解的指数稳定性,且初始扰动只需要在x=+∞时一致有界."
O1,"半群CSP_(n,k)的秩和k方幂等元秩 部分变换半群/k-局部循环群/(k方幂等元)极小生成集/(k方幂等元)秩 设自然数n≥3,P_n和S_n是有限链X_n上的部分变换半群和对称群．对任意的正整数k满足3≤k≤n，令C_k=g_k是X_n上的k-局部循环群且CSP_(n,k)=C_k∪(P_nS_n)，易证CSP_(n, k)是部分变换半群P_n的子半群．通过分析半群CSP_(n,k)的格林关系和幂等元，获得了半群CSP_(n,k)的极小生成集和k方幂等元极小生成集，进一步确定了半群CSP_(n,k)的秩和k方幂等元秩．"
O1,JSL代数上保持算子一秩性的可加映射 保持映射/一秩算子/JSL代数 设L是Banach空间X上的T-子空间格，AlgL是与之对应的JSL代数．本文刻画AlgL上保持算子一秩性的可加映射．
O1,"一类分数阶Lotka-Volterra系统的动力学研究 Lotka-Volterra系统/分数阶/时滞/稳定性 本文建立了一个新的分数阶Lotka-Volterra模型.首先,我们考虑所涉及的分数阶Lotka-Volterra模型的存在性、唯一性和非负性.其次,通过分析特征方程将时滞视为分岔参数,建立一个新的充分条件来保证系统的稳定性和Hopf分岔的出现."
O1,"分数阶p-拉普拉斯抛物方程解的单调性和对称性 移动平面法/分数阶p-拉普拉斯/对称性/单调性 讨论有界域上分数阶p-拉普拉斯抛物方程，应用移动平面法，得到了该方程有界正解关于分变量x_1∈(-∞,0]单调递增，进而证明其关于超平面T_0?{x∈R~n|x_1=0}对称。"
O1,"加权Hilbert型空间中超齐次核离散算子的最佳搭配参数及范数计算 超齐次核/Hilbert型离散不等式/离散算子/加权Hilbert空间 引入超齐次核概念,利用权系数方法,讨论具有超齐次核离散算子在加权Hilbert型空间中的有界性及算子范数,得到该类算子最佳搭配参数的充分必要条件和算子范数的计算公式,统一了齐次核,广义齐次核及若干非齐次核情形的相关结果."
O1,"Sylvester级数展式中例外集的维数 Sylvester级数展式/例外集/Hausdorff维数 在2018年,本文第一作者研究了实数的Sylvester级数展式中部分商的相对增长速度问题,并给出以一般函数速度增长的例外集的Hausdorff维数的下界.本文我们将进一步研究该集合,并精确刻画它的Hausdorff维数.同时作为应用,我们给出以多项式和指数速度增长时,相关例外集的维数结果."
O1,"耦合拟线性扩散方程组Cauchy问题解的渐近行为 耦合拟线性扩散方程组/临界Fujita指标/Fujita型定理 本文考虑一类含有对流项的耦合拟线性反应扩散方程组的Cauchy问题解的渐近行为,得到了临界Fujita指标并建立了Fujita型定理.该临界Fujita指标不仅与扩散项、反应项和空间维度有关,而且还和对流项有关.利用能量积分估计得到方程组解的爆破性;并利用构造方程组的自相似上解和比较原理得到方程组解的整体存在性."
O1,"一类高维齐次Moran集的Hausdorff维数与上盒维数 {m＿k～d}型齐次Moran集/Hausdorff维数/上盒维数 本文构造一类特殊的高维齐次Moran集:{m_k~d}型齐次Moran集,并得到了满足一定条件的这类集合的Hausdorff维数与上盒维数的表达式."
O1,"向量值次线性算子的交换子在变指数Herz-Morrey空间上的加权估计 向量值次线性算子/交换子/变指数Herz-Morrey空间/Muckenhoupt权 利用变指数A_(p(·))权理论及广义BMO范数性质,我们证明了一类向量值次线性算子的交换子在加权变指数Herz-Morrey空间■上的有界性,其中α(·),p(·)和q(·)均为变指数."
O1,"双权变指标Herz-Morrey空间上的双线性Calderón-Zygmund算子的交换子（英文） Calderón-Zygmund算子/Muckenhoupt权/变指标/Herz-Morrey空间 利用Muckenhoupt权的性质、有界平均振荡函数的性质和Hardy-Littlewood极大算子在变指标Lebesgue空间上的有界性,本文得到了双线性Calderón-Zygmund算子和BMO函数生成的交换子在双权变指标Herz-Morrey空间乘积上的有界性"
O1,"Hilbert C*-模中g-Riesz基的对偶性 Hilbert/C*-模/g-Riesz基/g-框架/对偶g-框架 本文研究Hilbert C*-模中g-Riesz基的对偶性问题.利用算子理论方法,获得了Hilbert C*-模中的给定序列是g-Riesz基且有唯一对偶g-框架的充要条件,g-Riesz基的对偶g-框架是g-Riesz基的充要条件,以及g-Riesz基成为无冗g-框架的充分条件,所得结果进一步展示了g-框架理论在Hilbert C*-模与Hilbert空间中的差异性."
O1,"线性阻尼Boussinesq方程解的Phragmén-Lindel?f二择一性 Phragmén-Lindel?f二择一/双曲方程/Saint-Venant原则/双调和方程 研究一类含有双调和算子的双曲方程解的空间性态.利用能量方法,构造一个能量表达式,推导出该能量表达式所满足的二阶微分不等式,通过求解该不等式,得到解的Phragmén-Lindel?f型的二择一结果.该结果表明,Saint-Venant原则对于线性阻尼Boussinesq方程同样适用."
O1,R_+~N上不同阶椭圆方程组的Liouville型定理 不同阶椭圆方程/Liouville型定理/Navier边值 本文研究带Navier边值的不同阶椭圆方程组的Liouville型问题.主要结论的证明采用了伸缩变换，双边引理和积分形式的移动平面方法.
O1,"修正Kawahara方程空间解析半径的下界（英文） 修正Kawahara方程/空间解析半径/Gevrey空间 本文考虑具有三次非线性项的修正Kawahara方程在解析空间中的柯西问题,首先使用线性和三线性估计得到方程在解析空间G~（δ,s）中的局部适定性和方程解的解析半径持续性.然后利用近似守恒律证明全局结论,方程解的解析半径一致有界,且随着时间变化方程解的解析半径衰减不会超过1/|t|."
O1,"图的总双罗马控制数的Nordhaus-Gaddum不等式 Nordhaus-Gaddum不等式/总双罗马控制/总双罗马控制数/补图 图的总双罗马控制数在电路图设计、计算机编程和生物工程结构方面具有重要应用价值.论文以总双罗马控制数的上下界为研究对象,通过构造最大顶点子集反向寻找构造总双罗马控制所需的最小顶点子集,并结合反证法探讨图G和其补图的总双罗马控制数上界与其最小顶点度之间的关系.研究结论：当图G及其补图直径均为2时,图及其补图的的总双罗马控制数与图及其补图的最小顶点度之间存在关联,并得到了关于图的总双罗马控制数的Nordhaus-Gaddum不等式的一些结果.研究成果和研究方法为计算连通图的总双罗马控制数上界提供了理论依据,推广了Jager的研究结果,在以后设计在区间图上寻找总双罗马控制数的优化算法及军事规划和工程学、医学等方面都具有应用价值."
O1,"关于*r-clean环 *r-clean环/*-clean环/*-正则环 称对合环为*r-clean环是指环中任一元素都可表示为投射子和*-正则元的和.研究了该环的一些扩张性质,并给出了*-阿贝尔的*r-clean环中元素的刻画."
O1,"带脉冲的多时滞分数阶阻尼偏微分方程解的强迫振动性 强迫振动性/分数阶偏微分方程/多时滞/脉冲 利用微分不等式方法,在Robin和Dirichlet边界条件下,建立了带阻尼项的脉冲多时滞分数阶偏微分方程解的强迫振动性的一些充分条件,并举出一个实例验证了主要结果的有效性."
O1,“关注为本采纳模式”对专业混合式教育实施水平的实践研究 关注为本采纳模式/高等数学/混合式教学/实施水平 为了提升高校混合式教学实施水平，以高等数学课程为例，开展了“关注为本采纳模式”对高等数学混合式教学实施水平的实践研究。首先对“关注为本采纳模式”作出了系统的阐释；其次全面分析当前高校混合式教学实施水平，获取混合式教学实施现状及相关情况。在此基础上，坚持可行性、客观性以及实效性的原则，最后通过制定混合式教学实施水平参照标准、建立混合式教学实施水平实践评价体系、修订高等数学混合式教学内容，有效地提升高校学生的学习深度与质量水平。
O1,"基于最大完全子图与最小树形图的无线定向网络广播算法 无线定向网络/广播算法/中继选择/波束指向计算 现有关于无线定向网络广播的研究主要集中于如何选择中继节点或计算转发概率以提升分组递交率，减少广播冗余，但未对中继节点选择及波束指向计算开展联合设计，导致源节点及中继节点在广播过程中存在冗余指向，增加了消息转发次数。为提升无线定向网络广播效率，提出一种基于最大完全子图与最小树形图的无线定向网络广播算法(maximum complete subgraph and minimum arborescence based directional broadcasting algorithm, MCSMA)。算法首先利用最大完全子图理论计算源节点或中继节点波束指向，使单个波束指向覆盖的邻居节点数量最多，然后利用最小树形图理论选择中继节点，使中继节点使用少量波束覆盖全网所有节点，降低广播过程中的消息转发次数。仿真表明，所提算法可有效减少广播过程中源节点和中继节点的波束指向次数，提升定向广播效率。"
O1,一类具有潜伏期检测和外源性再感染的随机结核病模型动力学分析 随机结核病模型/潜伏期检测/外源性再感染/Lyapunov函数 为探究潜伏期检测、外源性再感染及环境噪声扰动等因素对结核病传播和控制的影响，研究了一类具有潜伏期检测和外源性再感染的结核病模型在随机扰动下的动力学行为。首先，通过构造合适的Lyapunov函数证明了该模型全局正解的存在唯一性，采用Has’minskii理论及一些不等式技巧给出了遍历平稳分布存在唯一性的充分条件；其次，证明了结核病的灭绝性；最后，通过数值模拟验证了理论结果的正确性。结果表明，增加潜伏期检测比例或降低外源性再次感染率可以减少发展为活动性结核病患者的数量，但环境噪声的存在会导致结核病的控制变得复杂。研究证实了在较大的噪声扰动下可以导致结核病的灭绝，从而有效控制结核病的流行。
O1,"高阶网络牵制控制中单纯形的选择 复杂网络/高阶网络/牵制控制/同步 随着网络科学的发展,普通网络无法描述多个个体间的交互作用,这就有必要引入高阶网络.高阶网络能够刻画普通网络无法描述的网络特征,其中单纯形(2阶以上)扮演着关键角色.牵制控制具有“四两拨千斤”的作用,在高阶网络中只需牵制一部分单纯形就能达到同步.但如何选取合适的单纯形进行牵制控制,是一个充满挑战而又全新的课题.本文给出高阶网络达到同步的自适应牵制控制律,并提出如何选择合适的单纯形进行牵制,选择方式由高阶网络广义Laplacian矩阵次小特征值对应的单位特征向量分量决定.数值仿真结果表明该方法简单有效,牵制控制效果与单纯形选择方式一致."
O1,基于科学家精神的高职数学课程思政评价体系建构 科学家精神/高职数学/课程思政/评价体系 课程思政为“立德树人”教育根本任务指明了方向。当前课程思政的研究大都集中于思政素材的挖掘和融入，缺乏课程思政评价体系的构建。本文以科学家精神为思政目标，首先分析了评价体系搭建的意义；其次讨论了评价体系构建的准则；最后构建了基于科学家精神的高职数学课程思政评价体系；为高职数学课程思政的有效实施制定了标准。
O1,基于模糊数学的高等数学混合式教学效果评价研究 模糊数学/高等数学/教学评价 线上线下混合式教学是当前高校的主要教学方式之一。以高等数学线上线下混合式教学为平台，基于模糊数学原理，对某校小学教育专业高等数学课程的教学效果评价进行研究。确定了线上与线下同步考虑、教师与学生统筹兼顾、过程与结果同等重要的评价原则；建立了课前、课上、课下3个评价指标共9个观测点的一体化评价体系，并设置了各评价指标和观测点的权重。最终构建了基于模糊综合评判决策原理的线上线下混合式教学效果评价模型。
O1,数学建模在茶叶销售中的运用 数学建模/茶叶销售/销售策略/经济效益 为了探究提高茶叶销售量的具体方法，本文结合数学建模思想，探究其在制定茶叶销售策略中的应用。茶叶销售是一种定性的问题，利用数学建模的方式将其转化为茶叶的定量问题，能够验证茶叶销售策略是否可以实现经济效益最大化的问题，进而及时发现茶叶销售策略中存在的问题并加以改进，制定最符合自身需求的茶叶销售策略。
O1,长三角多尺度城市网络联系特征及其对城市高质量发展的影响——基于企业总部-分支联系视角 流空间/城市网络外部性/高质量发展/公司总部-分支联系 随着交通基础设施和通信技术的不断完善，城市间相互作用程度显著提高。本文基于长三角26个地级市面板数据，运用社会网络分析方法、随机效应模型和固定效应模型等方法，研究了企业总部-分支联系视角下的长三角多尺度城市网络特征及其对高质量发展的影响。研究结果显示：无论是从整体网络特征还是从节点的网络联系来看，基于企业内部组织的不同尺度城市网络均呈现出网络化的发展趋势；长三角群内尺度网络联系和群外尺度网络联系均具有明显的层级性，网络层级越高，联系对数量则越少且参与的城市等级越高，同时受到距离与行政隶属约束越弱；长三角内部城市能够通过嵌入不同尺度的城市网络，显著地提升其城市高质量发展，同时城市网络联系对城市高质量发展的影响存在尺度异质性和规模异质性；长三角内部城市主要通过城市网络的经济效应、社会效应以及创新效应三种传导机制实现城市高质量发展。
O1,基于深度学习节点表示的谣言源定位方法 社交网络/节点表示/谣言源/多谣言源定位 随着互联网的普及，网络上的信息以惊人的速度传播给公众。然而，由于级联效应，虚假信息和谣言同时也在迅速蔓延，对社会造成了巨大的危害。在社交网络上找到谣言的传播源头，对抑制谣言的传播起到至关重要的作用。传统的谣言源定位方法大多未能够融合多源特征且定位准确率还需进一步提高，因此，提出一种基于深度学习的谣言源定位方法，根据观测受谣言影响的节点多源特征来识别谣言源。首先，根据节点与观测节点之间的影响力相似度得到节点的影响力向量。然后，利用自编码网络对节点的影响力向量进行编码，得到包含节点信息、扩散路径和传播时间信息在内的节点的新的嵌入表示。最后，根据节点新的影响力向量计算节点为谣言源的概率，以定位谣言源。在2个模拟网络和4个真实网络上的实验结果表明，与其他方法相比，所提方法能够以更快的速度定位谣言源，且谣言源定位的准确率提升了25%以上。
O1,"GPPR:跨域分布式个性化PageRank算法 跨域分布式/个性化PageRank/近似计算 个性化PageRank作为大图分析中的基本算法,在搜索引擎、社交推荐、社区检测等领域具有广泛的应用,一直是研究者们关注的热点问题.现有的分布式个性化PageRank算法均假设所有数据位于同一地理位置,且数据所在的计算节点之间具有相同的网络环境.然而在现实世界中,这些数据可能分布在跨洲的多个数据中心中,这些跨域分布(cross-geo-distributed)的数据中心之间通过广域网连接,存在网络带宽异构、硬件差异巨大、通信费用高昂等特点.分布式个性化PageRank算法需要多轮迭代,并在全局图上进行随机游走.因此,现有的分布式个性化PageRank算法不适用于跨域环境.针对此问题,提出了GPPR (cross-geo-distributed personalized PageRank)算法.该算法首先对跨域环境中的大图数据进行预处理,采用启发式算法映射图数据,以降低网络带宽异构对算法迭代速度的影响;其次, GPPR改进了随机游走方式,提出了基于概率的Push算法,通过减少工作节点之间传输数据的带宽负载,进一步减少算法所需的迭代次数.基于Spark框架实现了GPPR算法,并在阿里云中构建真实的跨域环境,在8个开源大图数据上,与现有的多个代表性分布式个性化PageRank算法进行了对比实验.结果显示,GPPR的通信数据量在跨域环境中比其他算法平均减少30%.在算法运行效率方面, GPPR比其他算法平均提升了2.5倍."
O1,基于大数据的数学建模方法的应用研究 大数据/数学建模/方法/应用 数学建模是一种使用数学方法来模拟和解决实际问题的方法，大数据是一种处理和分析大量数据的方法。基于大数据的数学建模方法则在商业、金融、医疗、社会科学、环境科学等领域都有广泛的应用。基于此，围绕基于大数据的数学建模方法，从该方法的应用意义与基本原则入手，从而对具体的应用实践进行研究，期望能够为数学建模的革新与实践提供有价值的参考依据，使其能够在众多领域中发挥真正的价值。
O1,浅析矩阵QR分解的几种方法 分解/Gram-Schmidt正交化/Householder变换/Givens变换 矩阵是一种重要的数学工具，广泛应用于统计分析等应用数学学科中，特别是矩阵分解，在矩阵计算中扮演着相当重要的角色，将大型矩阵分解成简单矩阵的乘积，可大大降低计算量和使用难度。对Gram-Schmidt正交化、Householder变换及Givens变换进行矩阵分解的几种方法进行了讨论分析，并给出了具体算例。
O1,浅谈分析学对人类社会的重要意义 分析学/函数/微积分/人类社会 分析学是近代数学发展过程中产生的一个重要分支。高等数学中时常探讨的诸如极限、函数的导数、微分与积分、无穷级数等问题均属于分析学的范畴。分析学不仅在数学界享有盛誉，其发展过程中蕴含的众多思维方式与理论成果也极大促进了数学体系乃至整个人类文明的发展。本文阐述了分析学起源及发展历程，分析学对人类社会的重要性以及分析学的研究价值，对开展分析学研究具有一定借鉴意义。
O1,矩阵求逆方法探究 逆矩阵/Hamilton-Cayley定理/多项式法/Sherman-Morrison公式 矩阵在高等代数中占有很重要的地位，是主要研究对象与研究工具，许多问题最终可化归为矩阵及其运算问题，而矩阵求逆是矩阵运算的核心问题.本文总结了矩阵求逆的常规方法：定义法、伴随矩阵法、初等变换法、待定元素法、公式法、借助计算机求逆之外，给出了几种其它的方法：矩阵分块法、利用Hamilton-Cayley定理、多项式法、利用Sherman-Morrison公式，并辅助例题加以阐述.拓宽了矩阵求逆的方法，为学习、教学提供更多参考.
O1,茶文化背景下高职数学的教学实践与思考 茶文化/高职数学/教学实践 茶文化中隐藏着丰富的文化内涵与教育潜能。在当前推崇素质教育的社会背景下，教育的目标不再仅是知识传授，而是旨在提升学生的综合素质。高职数学，常被视为枯燥的学科，然而其固有的趣味性却常被忽略。借助茶文化的独特魅力，教育者有机会创新高职数学的教学模式，点燃学生的学习热情，增进文化认同，锻炼逻辑思维，并培育探究精神，帮助学生深入理解数学概念，还有助于培育其多元的思考方式和强化逻辑推断技巧。因此，把茶文化置于教育核心，有望为中国数学教育铺设新的基石，展现新的教育模式。本文探讨了茶文化背景下高职数学的教学实践与思考。
O1,高校党的建设与数学建模工作深度融合研究 党的建设/党建业务融合/数学建模/党对高校的全面领导 本文以扬州科技学院数学科学学院为例，对党建工作与数学建模工作(核心业务工作)的深度融合进行了研究。首先分析了党建工作与业务工作深度融合的价值意义，其次讨论了党建工作与数学建模工作深度融合的方式方法，接着从宏观和微观角度强化了党建工作与数学建模工作深度融合的重点与细节，最后基于2022年度数学建模良好成绩从实践层面验证了党建工作与数学建模工作深度融合的价值意义。
O1,“数学分析”课程思政实践与研究 课程思政/思政元素/融入路径/评价指标 文章针对课程思政教学中存在的几个问题，以“数学分析”课程作为课程思政教改平台开展了教学实践与研究：建立了“数学分析”课程思政教学案例库，设计了七个课程思政融入路径，制订了课程思政评价指标量化方法，并且根据七个评价指标对课程思政成绩数据进行了统计分析。研究结论为：教师在教学全过程、在线上线下、在课内课外的课程思政教改措施对教学效果起到了显著的正向作用；线下练习和课内实践报告是思政融入“数学分析”课程的最佳路径；真正有效的课程思政不能停留于说教，而是要让学生在做中学，教师要以身作则。
P1,球体低速斜撞击成坑规律试验研究 成坑效应/低速斜撞击/量纲分析/相似律 通过设计球体发射低速撞击试验装置，系统开展不同角度条件下球体撞击干砂靶成坑试验，定量分析撞击速度、角度对撞击坑型的影响，定性分析球体低速斜撞击干砂靶的成坑过程及机理，修正低速斜撞击条件下的成坑相似律.讨论所修正的相似律在不同撞击条件下的适用性及其在天文学上的应用.试验结果表明，坑型随撞击速度的增加而增大；坑长、坑体积随撞击角度增加而增加，坑宽随撞击角度的增加先减小再增加，坑深随撞击角度的增加先增加后减小；成坑体积可由撞击角度、撞击速度、球体尺寸、球体密度、重力参数进行缩放得到；低速斜撞击成坑过程中动量和能量共同影响耗散冲击过程.
P1,"火星乌托邦平原浅表层结构与物质组成:来自SHARAD雷达数据的约束 火星/乌托邦平原表层物质/粗糙度/介电常数 乌托邦平原是火星北方大平原的重要组成部分,中国“祝融号”火星车着陆在乌托邦平原南部,研究乌托邦平原表层结构和物质组成对于深入认识火星北半球的地质演化历史具有重要意义.本文以乌托邦平原内中亚马逊纪低地单元(mAl)、亚马逊纪和西方纪火山单元(AHv)、晚西方纪低地单元(lHl)、早亚马逊纪盆地单元(eAb)、亚马逊纪火山单元(Av)以及亚马逊纪和西方纪撞击单元(AHi) 6个主要地质单元为研究对象,使用火星轨道器激光高度计(MOLA)、浅表层雷达(SHARAD)和火星小型侦察成像光谱仪(CRISM)数据,计算各个地质单元的地形粗糙度,反演地层结构、介电常数与损耗角正切,并估算浅层物质组成、识别矿物类型,依此推演乌托邦平原的地质演化历史.结果表明,(1) AHv和Av地质单元表层物质是火山熔岩,其余地质单元表层物质属于北方荒原物质(VBF);(2) AHv和Av地质单元火山熔岩的厚度约为50 m, mAl, lHl, e Ab和AHi地质单元VBF的厚度约为71–96 m, 82–92 m, 121–141 m, 57–64 m;(3)在3 km×3 km的均方根高度计算窗口内, AHi地质单元地形最为粗糙, AHv和Av地质单元表面地形由火山作用主导, l Hl地质单元表面风化和沉积作用明显, mAl地质单元的粗糙度与lHl地质单元同纬度粗糙度特征相似, e Ab地质单元地形平坦,主要受沉积作用影响.区域地质作用是各地质单元次表层结构与表层物质形成的关键因素,火山、构造、撞击、沉积和风化作用对各地质单元具有不同程度的影响,本研究从多角度分析了各地质单元经历的地质过程,可以为“祝融号”火星车巡视区表面土壤成分以及来源认识提供背景信息,有望为研究乌托邦平原复杂的地质过程提供有效约束."
P1,"脉冲星J2313+4253的周期性消零和奇偶调制特性的研究 脉冲星/单脉冲/消零 脉冲星子脉冲的强度调制特征对揭示脉冲星辐射过程和磁层几何具有重要意义.前人研究表明,PSR J2313+4253的单脉冲序列具有44倍和2倍自转周期的强度调制.其中2倍周期的调制周期被称为奇偶性调制,其物理起源并不清晰.本文利用佳木斯66 m射电望远镜的观测数据,对脉冲星J2313+4253在2250 MHz的单脉冲辐射特性进行了详细研究.通过相位分离涨落谱(LRFS)、谐频分离的涨落谱(HRFS)和二维涨落谱(2DFS)的分析方法,发现PSR J2313+4253的奇偶性调制来自于其短周期子脉冲漂移,并且调制现象展现出了时间依赖性.分析表明,旋转木马模型下,奇偶性调制可能起源于脉冲星火花放电过程中,辐射区子辐射束间边界不清晰而发生的混叠效应."
P1,复兴路上的科学家精神——新时代·新青年  中国科学院理论物理研究所彭桓武粒子物理与宇宙学突击队：集体  集体  集集体，日新  日新  日日新 彭桓武/宇宙学/粒子物理/突击队 中国科学院理论物理研究所彭桓武粒子物理与宇宙学突击队（以下简称“突击队”）现有成员12人，平均年龄44岁，其中中共党员8人；其攻关任务为研究暗物质暗能量本质及通过引力波研究黑洞及早期宇宙的性质。突击队以彭桓武院士命名，时刻牢记以国家安全和发展为己任，秉承“集体集体集集体、日新日新日日新”的科研思想，旨在传承老一辈科学家精神、践行新时代科学家精神。
P1,擘画寰球：大航海与欧洲宇宙学 大航海/宇宙学/欧洲帝国 宇宙学是大航海时代在欧洲兴起的一门科学。15、16世纪的大航海，不仅使欧洲海船的航迹从本土海域转向了全球海洋，而且新的发现给欧洲人的世界观造成了革命性的影响。在此背景下，宇宙学逐渐科学化，并在西班牙、葡萄牙、意大利、德意志等地蓬勃发展和广泛传播。宇宙学的革新涉及方法论、研究者与研究内容等多方面，其解释模式由此摆脱了对古典文献的依赖，成为一门基于经验的实证科学。宇宙学的科学化满足了解释航海新发现的时代需求，同时因其在航海探险与殖民扩张中的实用功能，从而成为具有战略意义的知识工具，服务于欧洲帝国海外扩张的需要。
